text,target
mi garganta esta de la verga xdd gracias eres la primera persona que me dice eso :'v,0
verga! ¿qué verga es esa verga de acorrientarse de a vergas por andar con la verga en la boca? verga!,0
hijos de la chingada para sus putos festivales ruidosos e ilegales si tienen madre no?a la carcel zuleyma y monrata,1
puto enano tipo hemorroide  cambia las reglas de todos los antros teibols  y bosque magicoby pasante las reglas por los wevos pinche,1
ojalá y echen a honduras en el repechaje por put...s #mundialrusia2018 #repechaje #putos,0
el cráneo de roberto estaba hecho pedazos cuando fue encontrado por su madre fundadora de las rastreadoras,0
les da miedo ir a ver eso pero no les da miedo andar de perras putas en la calle a altas horas de la madrugada.,1
hablando de eso en tgz hay un putero que se llama gitanos unas putas con unas chichotas un culote de no mames.,0
no te quiero en mi selección hijo de tu puta madre cómo mandas a un defensa cuando tienes toda la ventaja y puedes hasta meter más goles,0
ya ando bien lupita d'alessio y me siento toda una mujer ultra luchona.,0
si tiene una semana y media que regresaste con tu ex el que te sancho para que putas me vuelves a escribir después de 3 semanas! 🤔,0
el novio de una conocida se ve bien joto y yo así de: amika date cuenta. 😂🐍,0
así estas hijo d tu puta madre...cuando ganamos la final como cagan la verga putos...,1
"no les gusta usar esa palabra no la digan. pero de ahí a sus clases de ""como ser una mujer elegante"" moralina de la verga 😒",0
"nada que un ""chingue a su madre"" no cure.",0
según la flaca estoy loca soy peligrosa y un gato es más seguro que yo.,0
que pendejada de contenido bro. pero no es tu culpa que ese contenido es mas demandado en yout…,0
jajaaa. hablaron las. santas ....... santas putas las dos,1
múdate a gdl y comienza una nueva vida de loca aquí conmigo :(,0
perdón por lo que voy a decir !!! pero en esta foto se ve muy maricon !!!,0
"@usuario  éste hdp arrastrado ""muchacho"" pide a comunidad internacional cerco financiero para venezuela",1
decidí faltar y al rato voy a estar valiendo madre x eso :(,0
qué verga quieren los veganos que en cada oportunidad mencionan sus hábitos alimenticios? un monumento?,1
me tienes hasta la madre pero me tienes.,0
esta morra me stalkea tantísimo que ya me aparece como sugerencia de amistad en todos putos lados.,0
desde hoy declaro mandarlo a la verga por siempre.  me cagas me cagas me ultra mega cagas 😠,0
madres que te dejan en la cola sin dinero. la tensión aumenta cada vez que te acercas y tu madre sigue sin volver.🙃,0
si te vas a ir a la verga de mi lado déjame igual de feliz a como estaba yo me entregué en excelentes condiciones pendeja,1
verga pendejo y eso t lo platico tu madre verdad jajajaja estúpido joto de closet,1
"mañana voy a casa de mi madre a preparar un pipián solo para darle gusto de verme fracasar en algo y me repita ""te lo dije""",0
ya es miércoles luego 15 de septiembre día de muertos 12 de diciembre noche buena y chingó a su madre el año.,0
ay no ya llorar en un video por los haters es estar loca 😹😹😹😹,0
@usuario desahoga zaragoza no jueguen ya pasaron tres trenes vacíos y el andén está hasta la madre.,0
lo que mandan en mi grupo de whatsapp.... quien quiere grabarse conmigo... obvio yo mamando verga,0
ni el gol te va a salvar muerto!!! lárgate a la verga,1
awevo si princesa pero ya estoy aquí para atender putas como tu,1
ándele pinche @usuario por joto y tramposo #noerapenal,1
gente y q opinan de maricon del @usuario q es un inrespetuoso deverian demandarlo marica,0
que ganas de cagarles todos los putos tuits a los fanáticos religiosos.,0
"la grosería que más me gusta es ""verga "" en todos sus derivados...soy una grosera y me vale verga ! 🙂☺️",0
tengo tu foto para volverme loca! con el corazón roto...,0
ser mi novia sí ha de estar bien verga o sea sí no doy muchos regalos pero te ayudo en todo lo que puedo y mi apoyo siempre está.,0
oiga gente que trae flores aqui a los hospitales: ¿sabían que después de unos días las flores se mueren? envían un aterrador mensaje putos.,0
chingarse el dinero del pueblo está mal pero chingarse el dinero del pueblo pobre es chinguen a su madre @usuario @usuario @usuario,1
@usuario jajajaja. ¡te amo madre mía!,0
tal vez es un fan loca y obsesionada ya ves que ahí son todos una bola de enfermos,1
en 10 minutos cumplo 2 putas horas de mi casa al trabajo 😭 alguien que me mate.,0
te ves bien pendeja diciendo que vas a vender las nalgas para comprar el iphone x todos sabemos que tus nalgas valen una lata de leche nido,1
se murió herve leroux el diseñador del vestido de las putas por excelencia,1
lo bueno que nadie te hablo ni nadie pidió la opinión de un joto de mierda cagason,0
quien besara tu boca esa boca loca que yo me quisiera comer... 🎵🎵,0
solo sé que valieron verga mis fotos en el icloud 😓,0
todos los días son un buen día para preguntarte si estás haciendo lo que te gusta... o andas valiendo verga.,0
ahí van ahí van. pero perra madre no es culpa de él puto tecatito.,1
rica se ve culona dan ganas de que se siente en mi cara ojala las weritas putas y fresas,1
"cuando méxico era verga y producía""amores perros 21 gramos babel"" y no las nacadas de derbez.: estoy viendo amores perros",0
ahora sin llorar marica pollo por qué no mejor te vas a analizar como chingas a tu madre!!!,1
y @usuario si tu vida sexual te hace feliz .. a mi tambien  y chinguen a su madre los putos persinados te apoyo!,1
encontré a una amiga que es igual de droga y pendeja que yo 💖 y la quiero mucho 😍,0
mujer luchona toda moribunda pero a trabajar. 😣,0
chingada madre llevo 4 años aquí no mames,0
cuanta verga le puedes valer a una persona yahoo respuestas.😶,0
mi mamá quiere regalar mis juguetes. ¿qué le pasa a la loca?,0
otra vez con tus mamsdas linea 1 #l1 san lazaro de la verga no mandan trenes,0
putos lentes me tienen más con vértigo que el post terremoto. ¡ay señor ya llévame!,0
a estas alturas todo le vale verga al ejecutivo; ¿control de daños para qué? de todas formas nadie les cree.,0
disfrutando de los obsequios de la madre tierra emientras escucho a @usuario .,0
"@usuario @usuario @usuario @usuario es solo un hdp aprovechado y que su ""diosito bimbo"" me perdone",1
la vdd si me grabe pero ni loca lo subo jajsjajsjaj,0
jóvenes preparan “agua loca” en un tinaco y resultan intoxicados,0
porqué quejarse es de putos (sic.) [que conste que (sic.)],0
esperar algo de políticos y más priístas ya valió supe verga,0
hijos de la verga  sin ilegales  aquí hacemos lo mismo o peor con los sudamericanos y nadie se quejan ni llora. @usuario,1
por qué vergas te metes con mi chucky chinga tú madre  #mexicandesmotherpalmundial,1
y todos los medios la tiraban de “loca-drogadicta”...,0
¿por qué me pusiste el examen más cabrón al último señor? ¡¿por quééé?! vale verga 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0
@usuario @usuario alos que juegan en europa bola de pendejos nomas se miran como imbeciles diciendo europeos putos chilangos que manejan esta pagin,1
"anonimo: ""justo ahora en el motel de pachuquilla un taxista casado y su amigo dándome verga"" 🍆🍆💦💦😜",0
está de la vrg saber que tu novio te pone el cuerno y aguantártela por ser alguien insegura. 🤔,0
como ya le pusieron las de jenny ya se siente luchona,0
"la selección @usuario le dedicó el triunfo a ""los putos periodistas"" #rusia2018",1
quien me hace su putita entre semana a medio dia yo cdmx,0
se ven bien putos cantando con tanto dolor las canciones de mon laferte. 🙄,1
me maman estos dudes que beben como putos vikingos y me regalan todo su varo alv 🤑🤑🤑🤑🤑 #hootersmakesyouhappy,1
ya casi empiezan a empezar a hacer el panini del mundial... .. que perros putos nervios...!!!,0
en el mismo en el que vas y chingas a toda tu puta madre.,1
tu carpintero y el que te va a meter la verga a cada rato😍😍,0
no soporto este pinche joto de la oficina 🙄🙄🙄 si nos vamos a hacer la vida imposible a ver quién gana 😎😎😎,1
no duerme el putas con ese partido de mañana... 😲 #vamoscolombia,0
que perro asco tu vídeo mamando te en diferente lugares quién te va a tomar enserio así?,1
soy una mamá luchona y la universidad es mi bendición.,0
jueves de escuchar toda la mañana al gran antonio vivaldi. desde el invierno hasta el otoño todas las putas estaciones alv.,0
una vez a mis papás se les olvidó recogerme de la escuela no sé con qué putas ganas espero que alguien me quiera.,0
ahh te etiquete jajajaja discúlpame maricon puberto es como se refiere a ti se queda corto,1
marica me volví locaaaaaaa 😍😍 va a ser un guamazototote yo se que si vamos a seguirla rompiendo mi amor 🎶🔥,0
ya sé pero vale verga la neta estar toda flaca esta overrated  aparte tú estás bien chida tbh,0
como cuando los normies empiezan a arruinar el trap pero a ti te vale verga porque andas en años luz con cloud rap lofi dream pop y chill,0
voy a darle block a todos los músicos porque no quiero que vean que estoy bien pinchis loca 🌚,0
amiga si conmigo duró 6 putos años y me engañó contigo ¿porqué crees que será distinto contigo?,0
yo feliz con mi regalo 😍 #tvdecloset #pasiva #tvdeclosetbonita #putita #paralosmachos #lenceriagay #travesti,0
@usuario @usuario tú que perro? ya te dije vamos a darnos en la madre pon fecha y hora y hacemos hasta propaganda 🖕🏼,1
como cuando pides valentin y dices y soy asi pero en realidad es y soy asi bien verga... sin dar las nalgas por un iphone.,0
estoy escuchando y viendo al director general de la agencia espacial mexicana estoy bien putas emocionada #ñoña #mevale,0
@usuario @usuario vino a joder la cabra y ya sabes que no se deja terminó bloqueandolo y lo reportó el muy marica  le dieron seis días de castigo,1
@usuario @usuario @usuario casualmente aparecerá con placas de cd. mx. con eso salva el puesto??? no tiene madre,0
estás tan fea que cuando naciste la que lloró fue tú mamá hija de tu puta madre.,1
arriba el exceso abajo la medida mi vida loca por naturaleza intoxicado de los pies a la cabeza,0
no me importa lo que digan esos putos periodistas la puta que los pario ooohhhooo oooohhoooo,1
hola pinche putito te pones bien cachondo hijo de tu puta madre,1
mi vida se basa en tareas de plantas y recursos naturales. putas plantas ya sueño con ellas. ayuda 😭,0
las mujeres que son putas jamás van a cambiar eso se trae desde nacimiento desde que el doctor les da su nalgada y se ponen en cuarto.,1
jajajajjajajanjaa pinche joto 😂 le dio miedo saber que el miercoles iba vs el mas grande @usuario,1
"""vete muchísimo a la verga hijo de tu perra bomba madre""",0
no veo a esos san juditas iluminados puta madre!,0
mi día estaba de la verga pero vi a mi platónico y pum.,0
ya a cenar @usuario se discutió mi señora madre provechito,0
"jamás digo o escribo ""verga"" ni ""wey"". ahora entiendo a los veganos y anarquistas por presumirlo. aunque digo ""ñonga"" y sabe a carne.",0
debido a tus putas mamadas me voy a suicidar. ya estarás contenta pendeja.,1
mi ex no quería tener hijos porque quería adoptar la bendición de su mamá luchona 🤷🏻‍♀️,0
como cuando una de tus canciones favoritas te recuerdan a ella; a ella la recuerdo con el limón. ya valió verga.,0
reza y pídele a dios que no traten a tus hijas a golpes de putas...así como tratas tú a las mujeres ...tu karma te llega,1
que bronca ser tan alérgica la concha de la madre,0
uno ocupa saldo y sus putos horarios para hacerlo dsd su aplicación @usuario #nomamar,0
se mamó se mamó el internet. se mamó. #happyhalloween2017,0
la mujer perfecta no existe así que cuiden bien a la pendeja que traen por esposa y dejen de andar de putos en las redes sociales.,1
obvio lo logró pero al parecer me asusto confrontativamente. recibió mi mirada loca y varios 'carajo ¿qué?'... terminando con un 'pendejo'.,0
un tarado que escuche diciendo que le dan asco los gays y que para el todas las mujeres son putas #superreprimida,0
@usuario @usuario jajaja pinche presidente hablador si ya todo el dinero que donaron ya se lo clavó el wey y lo repartió a sus putos amiguitos rate,1
feminicidios xq somos putas borrachas etc. pero pretender que nosotras no cometemos de…,0
"gracias facebook pero no son personas que ""quizá conozca"" son personas que conozco pero que me valen verga y no las quiero agregar.",1
"me cagan las personas que comentan en youtube: ""tengo (insertar edad joven) y me encanta esta canción"" creeme nos vale verga",0
when ya te vale madre que el profe se de cuenta de lo aburrida que esta su clase😂,0
#apenaslunesyyo traigo ganas de empedar la vida loca :'v,0
su puta madre con el #querrey vs #anderson en el @usuario !!! @usuario la locura carajo!!!!!!,0
que ya se va a independizar el méxico del norte? órale putos váyanse que aquí estorban.,1
oye... voy a viajar el 15 a méxico así que espero que llegues el 10 a mid y vivir la vida loca.,0
comportandonos de la peor manera dandole la espalda ala madre naturaleza todos quieren dominar al mundo,0
si te vas a 'morder' la piel de tus putos dedos no la escupas en el metro por fa. hazte un paro y y háznoslo a todos pinche cerdo.,1
chingas a tu zanahoria madre hdp 😡✊✊,1
ya me pusiste dura la a verga quiero tenerte en el suelo de rodillas jalandote las greñas gateando…,1
por que todos ya escucharon “can you see” ? se supone que salía mañana !              quede loca chama...,0
pinches #hondureños putos... defendiendo su juego mediocre y del ascó!!!,1
cabron cobarde hijo de puta perros drogadictos como tu merecen que los eduquen ya te llegara ya te llegara maldito joto!,1
llegando a tu funeral hdp:,1
si yo fuera china y fuera a esos programas gritaría como loca con cada grupo tbh,0
la tipa era de costa rica jajaja con razón casi me dice que chingue a mi madre,0
como le hacen esos putos rateros para andar así como si nada,1
hay feria atrás de mi casa vamos por unas putas fresas congeladas uwu,0
donde putas está mi entrenador cool del gym?!?! y porque me dejaron a un pendejo de remplazo!! ☹️🤔,1
necesito que este piloto me lleve a las nubes metiéndome toda su verga hasta el fondo.,0
"mujeres pidiendo novio por ""x"" razón no mientan infames ustedes lo que quieren es que les metan la verga además de putas  deshonestas.",1
#hdp y no estoy enojada jajaj,0
ya no sé si es alan pulido o chuck norris ese cabrón sobrevive a todo el hdp.,1
buenos días criaturas del mal hoy cubro turno matutino ya lo sé  la gente está muy loca. wtf.,0
qué me choca qué me bloqueen y me desbloqueen para ver que estoy haciendo. putas viejas castrosas.,1
no sé que me matará primero si una sobredosis de pastillas o las putas enfermedades.,0
pinches amigos culeros ya todos casados valen madre 😢 putos,1
sabs que estas loca when comes arroz blanco con tostadas :v,0
cuando llegue el momento me pondré a gritar como loca xd #luna200k,0
vale verga estoy bien pendejo ayer me desvelé haciendo 2 tareas de 2 clases que hoy ni me tocaban 😡,0
aquí el cabron de @usuario se monta a el putito de @usuario,1
putos simios de mierda al 90 les haran gol perros de mierda,1
que putas ganas de querer a todos gay´s ya hay muchos no mamen¡¡¡,0
putos robos osea que antes no era seguro? nos mintieron?,0
@usuario madito jefe de su puta madre perdon me altere jefecito enano hdp @usuario,1
la madre de todas las estupideces de trump es pensar en la posibilidad de expulsar a 800 mil jóvenes indocumentados. acabar #daca…,0
ja. no hay problema yo también me puse como loca 😂😂,0
me encanta la manera en que ofrece verga al principio.,0
en serio chavos… se ven bien putos hablando mal d una mujer mejor agárrense los buebitos y hagan valer el título de hombre q les dieron.,1
con todo respeto para las chachas y mas para la putas.,0
[video] el reto de ser madre y profesionista. ¿cómo le haces? - #mujeresempoderadas,0
pobresito!! :'c   ¿ por qué habrá gente tan hdp ?,0
para bandas de protesta cabronas rage against the machine no sus putas mamadas.,0
pues no sé ustedes pero con 30000 pesos te alcanza para un par de putas y muchos captain morgan no sé qué se quejan.,0
por primera vez me da gusto que vaya perdiendo el tri ojalá los putos gringos de mierda queden fuera del mundial...,1
cómo evitar que te dejen en visto: 1. no. 2. le. 3. escribas. 4. a quien. 5. le vales madre.,0
queridos usuarios: ¡sáquense a la verga! nadie me felicitó por mi aniversario.,1
que puto asco de personaje me acabo de encontra puñal de mierda,1
todos los capítulos por la pinche china y por el puto policía me pagan de esta forma dejándome como su pendeja qué indignada estoy,0
"""yo no puedo creer el nivel de locura que manejas"" ta bienn tan loca estoy ? 😂😂",0
gracias a tuiter yo sé lo que está bien lo que está mal y lo que debe valerme verga,0
si existe i know that feel y está de la chingada. un fisioterapista echa el paro,0
@usuario como la ofensa es lo suyo por favor vaya a chingar a su madre para hablar el mismo idioma don carlos..saludos..,1
cada vez que te stalkeo me dan ganas de cerrarte el hocico a vergazos. por eso mejor te bloqueo por el bien de los dos.,1
a mi mama se le ocurre hacer sopa hirviendo cuando estamos a putos 40 grados,0
@usuario super luchona y determinada te confundes con facilidad abierta a nuevas ideas platillo favorito elotes num de la suerte 1,0
que no alumbran ni madre #btw  pero seguro fue un buen negocio con el proveedor o no @usuario,0
estoy hasta la madre de dar y no recibir. buscaré un vato que namas me dé. bien duro,0
ése día to2 nos partimos de risa porque fué el único que se salió de la housen de mi madre jsjajajajjajajjajajajajajajajjajajajajajajajha,0
#nochedeconfesiones la neta lo nuestro ya valio machin verga,0
y ya no están en la pinche edad para andar leyendo las pinches putas diapositivas de la verga chingadamadre,0
para los putos q dicen q nuestra liga es mediocre. #sientetuliga,1
perdón por no tener carro hija de tu puta madre.,1
vete a la re verga pinche marica de mierda muy creído por salir en chivastv perro mal parido. que gusto saber de ti amigo bendiciones! 🤗,1
¿también sus amigos se enojan si no se van de peda loca con ellos o solamente los míos?,0
madre mia tengo que lavar trastes 🍴🍸🍳😪😥,0
tenemos esta loca química entre nosotros🎭 #domingodeganarseguidores🙌 #siguemeytesigo 😉 #felizdomingo ✌,0
@usuario lo llamas por el nombre completo como si fueras su madre. timoteo baja a cenar.,0
@usuario @usuario es #joto ese #guey🌈 del🇨🇦@usuario 👈le gusta el🍌 así son los #homosexuales q traicionan a sus #amigos🖕 anda de 🐩👈el #canadiense @u,1
me masturbé me quedé dormidita desperté y otra vez quiero ver porno.  creo que me está haciendo falta una verga... 🤔,0
solo para los clientes más exigentes te voy a estar esperando. #putas #jalisco |,0
puro joto decadente con sidral en la cola pide  #ubericecream 😐👆,1
no sé si me he vuelto más tolerante o me vale más verga... lo segundo suena razonable.,0
@usuario @usuario frase de luchona convertida en meme?,0
verga de pato y pensar que aquellas conclusiones eran ciertas,0
no duermo chido desde el lunes y hoy que puedo hacerlo me desvelo estudiando con mi hermana.  si ser joto es mi pecado esto lo anula.,0
¿qué sabes de jugarle al verga si no comiste tacos de canasta de 10 x 5 pesos en la merced?,0
entonces por tacos pizza chocomilk putas y mucha fiesta en alberca de pelotas,0
grite llore brinque y sonrei como loca alborote a mi compañeros y también lo vieron como ya dije no se me ocurrio 🔜,0
"oye @usuario amo tus rolas pero bájale a esa onda de llamar ""putas"" a las mujeres. eso me la seca la vdd.",0
marica no entendí ósea yo le hablo a salma y me deja en visto,0
ojalá un día me valgas la misma verga que al vato de la cfe despelucando y ponchando a medio del puente del puente a cd judicial,0
supongo que yo seré una loca para ellas alguien que no quiere cumplir con su papel de mujer buena.,0
ayyyy ayyy ayyyy que risa que me dan chilenos hijos de putas se quedaron sin mundial 🎶🎶😅,1
chingas a tu madre ... si lo leés ... si no no hay pedo! 😎🤘,0
la ventanita del amor se me cerró 🎵 cada que escucho esa madre me dan ganas de pachanga.,0
este hilo va a mandar a la verga a muchos de los correctitos los demás: dénselo con gusto xd,1
ando bien under my skin de avril lavigy que putas yo escucho lo que se me da mi puta gana,0
"""hazte a la verga puto."" —yo siendo una dama al volante",0
mis roomies me dijeron que de vez en cuando había visita en la casa. todos los putos dias hay visita,0
tú quieres que sea como hace cuatro putos años y pues no mames. ya soy mejor,0
aquí a la damita sí le gusta decir verga. sin albur,0
veo más fácil que un hombre se haga joto a que un joto se haga hombre jajajaja sin ofender mero comentario @salazargdl,0
guapuras mañana lunes a partir de las 12:30 pm*ya saben pueden agendar desde temprano contesto llamadas o watsapps 552…,0
andate a chile sampaoli mapuche y la reputa madre que te parió!,1
ora en halloween me disfrazaré de #alertasismica. agárrense putos los voy a asustar a todos!!!,1
menciona ésta. yo creo que el problema de los de morena es que son unos montoneros y... putos,1
@usuario yo se que puedes eres fuerte y luchona 😂💖💖,0
@usuario @usuario @usuario @usuario chinga tu madre pendejo,1
odio a los arquitectos que no te enseñan ni madre pero que piensan que pueden reprobarte     porque se sienten perfectos ✊🏻,0
jajajaja. sigue hablándome muy verga y vas a terminar igual de pendejo que el bofo,1
que hermosa #verga 😍😍 a esta verga sí le entrego mi virginidad jaja,0
"""las cosas pasan por algo"" alguien que te anima por puro compromiso y que le vale verga tu vida.",0
no quiero saber entonces como es la loca de tu jefa,0
@usuario chupame la pija aaaa jajajajajaja queres ver si soy traba hdp,1
acabo de checar mi calendario y sólo tengo 2 parciales de lab ya me cargó la chingada,0
"paris adorada dijo: ""intermediarios ni madres yo voy y entrego en persona"" mientras nuestros pinches políticos tra…",0
mujeres si van a andar de putas entonces para que andan buscando una relación estable pendejas.,1
no quiero ir a trabajar mañana... y así todos los putos días. 😒,0
maduren no mamen. bueno si mamen pero verga y déjense mamar 💕🖕,1
ese wey que acaba de entrar corriendo como marica. lo mejor del partido definitivamente #mexicovshonduras,1
mmm q rico se ve ese culito q se antoja mamar chupar y con la punta de mi lengua hola,1
que bonito que por una parte ya te valga verga todo,0
@usuario éstos gandallas s sirven con la cuchara grande!! tráficantes d influencias hdp!!,1
hoy 20 (putos) días después del #19s el @usuario empezará a visitar los albergues.,0
mírame con compasión no me dejes madre mía 👑💖,0
y claro... me encanta que me mamen la verga... alguien quiere?,0
verga como que me ando enfermando y no mentalmente jajajaja,0
que asco de los putos envidiosos seguro que envidian tu seguridad,1
maestro: ¿y si lo cacharon enviando mensajes a otra? (se lo cargo la verga) 😂😂😂,0
"que un homosexual le diga a un homofobico ""joto reprimido""  y ya ese era el chiste.",0
el misterio es que nunca supimos si era verga vagina o virgendeguadalupe,0
cuando el ultimo ilegal de tu grupito de amigos-hermanos-borrachos-vergas ya tiene su ine sabes que se va a poner loca la proxima reunion.,0
hay una tipa en mi grupo de skul q para trabaje en team se hace la pendeja no mas y luego ella no se de dnd saca proyectos y me caga,1
siempre tienen que arruinarlo todo los putos colombianos. vayanse a la verga con todo y reggaeton.,1
mi madre se acaba de encabronar porque me marcó tres veces y no le contesté. le mandé un mensaje diciendo que estaba en el baño…,0
nambre las 12:50 am y unos putos niños afuera de mi casa jugando disparejo y canicas a todo grito ! 😡😡compre les un xbox  no mamen 😡😡😡,1
yo hice el cover de esa rola putos! te amo papi bosé,0
todos mamando con gorillaz y yo queriendo ver a amandititita.,0
que realmente no salí del clóset fue así de: ah pues que sí soy joto alv.,0
@usuario putos amarillistas de mierda como se atreven a afirmar que hay una tercera guerra mundial en marcha. deberían darles cárcel por eso. fuck,1
@usuario @usuario jaaaaaaaaa y más jaaaaaaaaa el congreso solo tiene proyecto propio lo demás les vale madre,0
una reverenda mamada su servicio ni sms ni 01800 bloquean mi tag  por sus huevos putos!,0
que puto asco de personas :/  se dicen ser tus amigos !!,1
mira a mi me vale muchísima verga q ahora sean beyond the scene yo quiero seguir diciéndoles bangtan porque siempre seran mis niños sale bye,0
el golazo de ureña madre mía.,0
ese niño que es tan hiperactivo y parece que te va a volver loca es el que termina conquistandote con esa mirada traviesa 😄💙,0
a los 19 y diciéndose es que haz llorando tanto... que se aprovecha de eso. en qué momento y porqué 😫💔 putos 🍆,0
por putos!!! fuera de #rusia2018  #holanda #noerapenal,1
por dos minutos tarde que llegué al salón no me recibió la tarea el #hdp,1
es una cosa bien rara.  yo sigo sin entender nada y miedo con la ropa loca,0
llego a twitter y veo que están mamando con sus #280caracteres. regreso cuando lo hayan aceptado y hayan dejado de quejarse a lo pendejo.,0
"¿en que momento las mujeres dejaron de ser ""puras"" para actuar como putas? soy de mente abierta pero no pidan respeto cuando no se respetan.",1
podrán tener hasta putas... pero ni madres que voy ahí xd,1
las marranadas que esta madre hacía con sus hijos por dinero  👉😤,0
qué le valga verga de todas formas siempre pierden.,0
@usuario  también deberían de terminar con esos weyes que andan puteando a todas horas en el último vagón qué poca madre!!!!!!! <url>,0
te merecías morir peor ramsay hdp,1
40 minutos en quitar araña. pero 30 segundos para ponerla. además de mentar la madre los oficiales,0
¿porqué la gente muy inteligente es rara o parecería estar loca?,0
vvlv me despertaron y se me putas fue el sueño por andar buscando el pinche folleto. 🖕🏻,0
mi madre me dijo que es más efectivo si duermo con ellos quizás esto sea el motivo de mi dolor de cabeza #oldschool,0
estoy demasiado enojada como para ofender de manera gramaticalmente correcta. putos todos.,0
que puta vergüenza ser de está selección molesta!! @usuario  solo les recuerdo que el karma tarde que temprano los va a alcanzar! putos!,1
chingada madre tengo más tarea que tiempo y lo ando perdiendo como si me sobrara.,0
creo que ya no me gusta mi novio. es que no marica no me entra en la cabeza estar con un hombre yo que pense que era bisexual no mames ;__;,0
el temple de la verdadera fiminista una madre que es capaz de dar a luz  y caminar con su hijo en brazos,0
solo nos queda maldecir maldecir... hdp  #cruzazul,1
nos valen puta verga las eliminatorias de conmebol.,0
"en mi pueblo no está tan difundidos los ideales feminazis por qué todo se arregla con un ""¡chinga tu madre pinche machorra!""",1
sí los conozco prometo dejar de ser loca jajajajaja 😂 ayudame a cumplir mis sueño 🙏 @usuario  #cncocontonyenccme,0
marica es un nombre del viejo mundo no?  algo así como callate alv compa,0
yo quedé loca después del lyric video de jly y de todas las indirectas que muestra,0
vas  a  querer  mi verga ?  o se la doy a otro que la quiera ?? 🍆🍆💦  dale rt  follow  👍😊,0
"ahora el aborto de ""frente ancho contra mexico"" votando nuevamente en favor del #gasolinazo los…",0
estoy perdiendo el sentido del equilibrio. ¿ustedes qué cosa loca han hecho a sus 20's?,0
les juro que es impresionante cuanta gente loca hay en el mundo.,0
@usuario hizo bien!! y deja de ser el lameculos del gobierno,1
cc eres el más vale verga del salón y corriges al profesor,0
"cuánto más una pendeja se da delirios de tener un chingo de ""problemas emocionales"" más inmadura y básica es.",1
mi madre quiere que todos faltemos a nuestros respectivos trabajos/escuela porque es su cumpleaños. jeje,0
ojalá asi me agarrars cuando te digo que me voy en lugar de correrme a la verga cada 5 minutos.,0
putos mensajes de whats llegaron hasta que abrí la putas aplicación y ahí avisaron que hay clase hasta las 6 y yo como pendejo viniendo. :),0
pues x q el jaguar es sexy tiene mirada de mata putos sus tatuajes le van muy bien y tiene un bell…,0
diles que te alimenten antes de mandarte a la calle 🤣,0
sus pinches putas madres patriots un enfermo de sida tiene más defensas que ustedes.,0
"nada me ha hecho más feliz en twitter que cuando todes en conjunto convierten en meme a las personas que odian la palabra ""verga"". &lt;3",0
me cago en la puta madre de trump que manera de andar tocando los huevos. anda que se vaya un poquito a la mierda el muy hijo de puta.  <url>,1
@usuario y tu vas a dejar de ser mexicano con gustos gringos y pagado por putos politicos mexicanos y de ahi solo vas a quejarte de q o q …,1
@usuario @usuario siempre hubo solo que ahora se sabe más. que hdp lacra merece pena de muerte. la desfiguró!!,1
a mi me dio mas risa cuando te iban a partir la madre y te paraste asustado 😁😂,0
empata honduras con costa rica para que méxico los elimine.  hondureños putos chinguen a su madre,1
quiero stremearlo asi que esperemos que se apure esta madre,0
que rico esa verga es muy rica y hace bien su chamba!!!   😈😈😈,0
"no manches! creo que tu eres el del video que dice: ""hola pinche putita""",0
me quejaré toda la vida de haber metido álgebra lineal a las putas 7:00 am,0
@usuario tu puta madre!!! el no te va a responder maricon!!! ahora eres más famoso por tu cobardia que por tus papeluchos de actor de cuarta!.,1
verga -digo v word- nunca los había leído d: en qué burbuja vivo.,0
esos putos hondureños de mierda no merecen ni madres ojala y pierdan el repechaje y ojala y se valla a la mierda el estúpido de #osorio,1
sobre lo sucedido en #lasvegas  me surge una duda ¿como putas alguien entra a un hotel como el hotel mandalay bay con al menos 10 rifles?,0
chingas a tu madre pinche gordo edwin cardona... #daleriver 🐔,1
¿quién putas le dijo a enrique bunbury que cantara bossa nova?,0
"sabes que ya valió verga cuando los niños te dicen ""señora"".",0
enferma de estar chingando la madre sorry xd,0
"uaem niega fraudes de la estafa maestra “está más limpia que la madre teresa""",0
#siyofuerapresidente putas y trago para todos jajaja,0
¡es hermoso hijos de sus putas madres! #starwarsthelastjedi,0
chinguen su madre putos chilenos de mierda #méxico en el mundial y tu país basura lo verá por tv jajaja 😄,1
me enamoré estoy babeando por su verga su axila su cuerpo su todo.,0
es una danza de tu falda niña pienso mandar a la verga lo que nos contamina,0
digan la verdad hijos de su puta madre que verga les cuesta,1
la cuarentona mamando mientras el esposo trabajando... @usuario,1
las lluvias continuarán de forma intensa durante septiembre en casi todo el país alerta @usuario   #enpunto,0
¡que no joto que no! 🙄 si ya tenías mi follow ¿pa' qué me das uf? no te voy a volver a seguir. #ansoryforyu 🤷🏽‍♂️,1
colaboracion de @usuario  y @usuario  🙌🙌 agshshdhd  esto me vuelve loca,0
ahora sí ya me va a valer 100 kg de verga todo porque ya no tienen con que amenazarme bye,0
ponga la narración de los tres goles de messi a ver si dice lo mismo hijo de la gran mil putas mal agradecido #pelotudo,1
q berga le voy a decir al psiquiatra si me pregunta que me hace feliz como le digo que un vato q no me conoce y vive al otro lado del mundo,0
