LON,LAT,EDO,CLAVE,ESTACION,ene-22
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",6.61
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",23.43
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",31.22
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",3.51
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",3.6
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",3.71
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",71.21
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",0
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",6.55
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",4.21
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",1.5
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",6.5
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",4.9
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",0.2
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",0.71
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",8.01
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",17.1
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",3
-98.936111,18.541389,MOR,SHUAUTLA,"Sierra de Huautla, Mor. SMN*",7.4
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",3.81
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",0
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",12.51
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",1.3
-99.103889,18.794167,MOR,TICMR,"Ticum·n, Mor.",10.21
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",2.3
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",17.31
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",5.7
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",29
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",0.02
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",0.3
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",22
-99.072778,18.971389,MOR,TPZMR,"Tepoztl·n, Mor.",0
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",7.9
-99.248611,19.050556,MOR,TRESMARIAS,"Tres MarÌas, Mor. SMN*",13.4
-99.383611,18.73,MOR,VIAMR,"Vista Alegre, Mor.",2.3
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",1.8
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",5.5
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",1.21
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",4.51
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",5.5
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",0
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",14.8
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",2
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",0
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",3
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",0.25
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",0
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",24.75
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",24.75
-100.134444,27.24,NL,ANHNL,"An·huac, N.L.",4.53
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",1.24
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",1
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",28
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",22.22
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",15
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",21.51
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",32.01
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",44.41
-100.308333,25.7325,NL,CiudadUniv,"C.U., N.L. SAHM*",11.6
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",31.9
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",31.32
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",2
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",11.5
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",24.62
-100.128056,25.428056,NL,LBCNL,"Rodrigo GÛmez, N.L.",10.2
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",22.03
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",31.12
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",30.11
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",5.3
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",26.5
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",24.01
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",11.1
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",12.53
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",3
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",2
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",5.7
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",41.5
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",29.3
-96.721667,17.069722,OAX,BAEOX,"Base AÈrea, Oax.",7.2
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",0
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",0
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",77.73
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",0.02
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotl·n, Oax.",37.41
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",15.71
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",13.66
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",57.2
-95.374444,16.434722,OAX,EMAOX,"El MarquÈs, Oax.",0
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",28.1
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",15.7
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",6.4
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",10.16
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",7.2
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",23.5
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",96.01
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",0
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",7
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",4
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",0
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",0
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",23.13
-96.579722,16.344167,OAX,MIAHUATLAN,"Miahuatl·n, Oax. SMN*",0
-95.036389,16.882778,OAX,MROOX,"MatÌas Romero, Oax. SMN*",0
-97.249167,17.436667,OAX,NOCHISTLAN,"Nochistl·n, Oax. SMN*",1.6
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",8.02
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",12.4
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",3.01
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",40.73
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",8.1
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto ¡ngel, Oax.",0
-95.481389,16.585278,OAX,RHOOX,"RÌo Hondo, Oax.",0
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",72.8
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",17
-97.839444,17.156667,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",23.2
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",97
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",0.01
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",12
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",35
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",107.5
-98.1425,17.501389,OAX,SLAOX,"Silacayo·pam, Oax.",9.21
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",8.81
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",12.5
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",61.8
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",21.6
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",38.5
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",10.5
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",0.01
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",0
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",25.8
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",59.6
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",149.3
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",0
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",89.41
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",22.71
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",107.36
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",9.5
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",0
-97.818056,17.889722,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",3.51
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",9.93
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",14.61
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",4.5
-98.135833,18.9425,PUE,AFRPB,"¡fricam, Pue.",7.9
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",1
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",16.8
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",86.8
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",8.3
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",90.06
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",170.45
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",2.54
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",7.01
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",3
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",5.5
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",14.51
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",14.2
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",17.5
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",17.81
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",8.2
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",18.3
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",346.42
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",14.02
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",4.21
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",10
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",58.8
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",2.22
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",2
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",41.83
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",45.7
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",26.16
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",57.3
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",7.04
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatl·n de Valle, Pue. SGT*",56.9
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",30
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",5.5
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",69.5
-98.166667,19.05,PUE,PUEBLAob,"Observatorio de Puebla, Pue. SMN*",0.2
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",11.8
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",39.21
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",133.5
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",8.3
-97.208333,20.131389,PUE,SJAPB,"San JosÈ Acateno, Pue.",86.34
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",0
-98.4175,19.284167,PUE,SMTPB,"San MartÌn Texmelucan, Pue.",2.5
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",151.92
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",25.5
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",162.12
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",140
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",1.1
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",3
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",5
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",31.71
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",60.9
-97.359722,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",99.54
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",69.72
-98.040556,20.374167,PUE,TLXPB,"Tlaxco, Pue.",26
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",4.02
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",22.13
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",69
-97.720833,18.865556,PUE,UTTPB,"Universidad TecnolÛgica Tecamachalco, Pue. SMN*",1.1
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",47.7
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",77.51
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",90.86
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",27
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",59
-100.412222,20.504167,QRO,BATQT,"El Bat·n, Qro.",0
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",0
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",0
-100.283056,20.389444,QRO,HUIQT,"Huimilpan, Qro. SMN*",0
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",0.2
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",5
-100.366667,20.566667,QRO,OBSQT,"Observatorio de QuerÈtaro, Qro.",0
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",0.2
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",162.3
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo. SMN*",56
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro SEMAR, Q. Roo.",173.64
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",64.23
-86.906944,20.476944,QROO,CO2QR,"Cozumel, Q. Roo. SMN*",100.6
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",166.2
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",98.3
-88.880278,17.896944,QROO,LAUNION,"La UniÛn, Q. Roo. SMN*",46.2
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",131.5
-106.654167,24.047222,SIN,ACTSI,"Acatit·n, Sin.",0
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidromÈtrica, Sin.",0
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",0
-108.7,25.7,SIN,ARCSI,"Adolfo RuÌz CortÌnes, Sin.",0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",0
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0.01
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0
-108.480833,25.806667,SIN,ENASI,"EstaciÛn Naranjo, Sin.",0
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidromÈtrica, Sin.",0
-108.3275,26.103056,SIN,GBESI,"Ing. Guillermo Blake ¡guilar, Sin.",2.49
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidromÈtrica de Gustavo Diaz Ord·z, Sin.",0
-107.911111,25.856667,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",0
-108.091667,25.469444,SIN,GMCSI,"Guam˙chil, Sin.",0.01
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",0
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.807222,24.571667,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",0
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",0
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de DomÌnguez, Sin.",0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",0
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatl·n, Sin.",0.6
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiac·n, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",0
-107.755833,25.124722,SIN,RAVSI,"EstaciÛn Rancho Viejo, Sin.",0
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",0
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",0
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",13
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0.01
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini VizcaÌno, Sin.",0
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",0
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",0
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",0
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",6.31
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",26.11
-100.021667,21.936111,SLP,CDFERNANDEZ,"Ciudad Fern·ndez, S.L.P. SMN*",2.6
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",3
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",55
-100.820556,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",0
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",0.03
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",12.95
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",66.4
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",4.11
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",0
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",7.03
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",13.7
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",38.8
-99.995,21.931389,SLP,RVDSL,"Observatorio de RÌo Verde, S.L.P.",2
-101.683333,22.633333,SLP,SDHSL,"Salinas, S.L.P.",0
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",0
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis PotosÌ, S.L.P.",0
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",11.8
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",28.5
-99.146111,21.822222,SLP,TANCHACHIN,"TanchachÌn, S.L.P. SGT*",18.1
-98.773333,22.003611,SLP,TMISL,"Observatorio de TamuÌn, S.L.P.",10.31
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",75.6
-99.146111,21.8225,SLP,TNCSL,"TanchachÌn, S.L.P.",18
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",0
-109.887778,27.75,SON,AGCSO,"Agua Caliente, Son.",0
-108.937778,27.021667,SON,ALMSO,"¡lamos, Son.",0
-111.733333,30.716667,SON,ALTSO,"Observatorio de Altar, Son.",0.02
-109.8925,27.8225,SON,AOBSO,"¡lvaro ObregÛn, Son.",0
-109.106667,27.226111,SON,ARCSO,"Adolfo RuÌz CortÌnes, Son.",0
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",0.01
-110.92,29.076667,SON,ARLSO,"Abelardo RodrÌguez Luj·n, Son.",0
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",2.2
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",0.01
-108.860833,27.421667,SON,BICSO,"Bicentenario, Son. SGT*",0
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0
-111.516389,30.873333,SON,CHTSO,"CuauhtÈmoc, Son.",7.5
-110.736389,29.472222,SON,CJNSO,"El CajÛn, Son.",0
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",0.22
-109.938056,27.5,SON,COBSO,"Observatorio de Ciudad ObregÛn, Son.",0
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",0
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",0
-110.8,27.95,SON,EMPALMEob,"Observatorio de Empalme, Son. SMN*",0.2
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0.02
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",0.01
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",0.01
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",0
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",2.8
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.378889,30.437778,SON,LCDSO,"L·zaro C·rdenas, Son.",0.02
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",2.8
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",5.8
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",0
-109.930556,27.372222,SON,OBOSO,"Observatorio Cd. ObregÛn, Son. SMN*",0
-110.706111,29.229722,SON,ORGSO,"El OrÈgano, Son.",0
-109.083333,29.433333,SON,PDNSO,"Paso N·cori, Son.",0.9
-109.642222,28.976667,SON,PECSO,"Plutarco ElÌas Calles, Son.",0.01
-113.304722,31.68,SON,PINACATE,"El Pinacate, Son. SMN*",0
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo FÈlix ValdÈs, Son.",0
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",0
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",0
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",0.01
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",0
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",0.02
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",0.01
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",0
-110.289722,27.643611,SON,VCMSO,"VÌcam, Son.",0.01
-108.927778,28.371389,SON,YCRSO,"YÈcora, Son.",0.01
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",328.6
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",144.9
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",106.2
-93,17.975,TAB,GONTB,"Gonz·lez, Tab.",90.8
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",165.1
-92.7425,17.404444,TAB,OXOLOTANCFE,"Oxolot·n, Tab. CFE*",199.8
-92.75,17.380556,TAB,OXOTB,"Oxolot·n, Tab.",521.7
-93.33,18.42,TAB,PARAISO,"ParaÌso, Tab. SMN*",144
-93.390278,17.769167,TAB,PAREDON,"ParedÛn HC, Tab. SGT*",102.4
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",164.3
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",342.8
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",113
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",103.5
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",519.1
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",338.3
-98.370556,24.046667,TAMPS,ABASOLO,"Abasolo, Tamps. SGT*",3.8
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",6
-99.148889,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",4.2
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",7.43
-99.215278,24.103333,TAMPS,BARRETALI,"Barretal Uno, Tamps. SGT*",0
-99.214444,24.102778,TAMPS,BARRETALII,"Barretal Dos, Tamps. SGT*",3.9
